name,email,phone,address,city,county,state,zip,category,found_date,email_valid,phone_valid,address_valid,verified,verified_date,notes
"1. Baltimore Home Specs, LLC",ray@platinuminspections.net,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",nick.backert@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",zvipollack@aol.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",ichoosekeystone@yahoo.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",hardhats5@hotmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",john@authorityinspections.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",hshinspections@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",info@marylandrentcourt.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",baltimoreleadinspections@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",karl.kellner@aol.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",flaxinspect@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",dwellingscan@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",superspecs.maryland@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",pm@ipbmanagement.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",dean.morekas@bpginspections.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",tim@homeinspectormd.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",rsmith@aa-home-inspection.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",london.realtyinspectorsgroup@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",ncinteriorsllc@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",rolandsmith45@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",japeriprop@hotmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",billtrue58@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",info@antservs.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",allyhomeinspection@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",burkett.robert@comcast.net,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",sean@prostarinspection.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",inspect.bmore@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",prominentinspections722@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",jjones@visionpropertyinspectionsmd.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",homeinspectionfast@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",parrish.carroll@live.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",andrew@oldlinehomeinspections.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=fail: {'andrew@oldlinehomeinspections.com': (5
"1. Baltimore Home Specs, LLC",mpdon00@yahoo.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",joseph@redcoatpg.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",info@dsinspects.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",mahzaz7@aol.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",info@hawkinspect.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",callahaninspectionservices@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",nick@beckinspects.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",nomadpropertyinspectionsllc@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",info@n8inspections.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",sales@pro-spex.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",zakyrealestate@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",pedro@iinspectpro.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",triphomeinspections@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",louiev@bchomeinspect.net,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",rmnhome2021@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",rainbowpropertysol@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",dbitsanis@observehomeinspections.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",service@americasbestinspections.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",dbourne@basinspections.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",westshoreinspections@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
"1. Baltimore Home Specs, LLC",rhlinspector@gmail.com,443-250-2095,"9802 Mageldt Rd, Parkville, MD 21234 **2. Dave Home Inspection** - Email: rajesh5555dave@gmail.com - Phone: 410-499-7928 - Address: 6059 Harford Road, Baltimore, MD 21214 **3. Domus Home Inspection Sv",Baltimore Home Specs,,Maryland,21234,Inspection Crew,2026-05-20,YES,YES,NO,YES,2026-05-20,email_test=sent
